,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wie geht es dir?,                                                                     شلونك ,كيفك,Schlounak(m)Schlounik (f(/Kifak ,How are you?,Comment vas-tu?,Kako si?,Hoe gaat het met je?,,ከመይ ኣለኺ/ኻ፧,kemey al-leKhi/a?,,تم کیسے ہو؟ ?Tum kese ho,কেমন আছ?,kemon achho?,Hale to chetor ast? چه حال داری؟,"Chitor asti?
چتور استی؟",,Si je? Si jeni?,Kako si?,Како си? (Kako si?),,,Come stai?,,Kak si? / Как си?,Tu çawa yî?,S: Hur mår du? N: Hvordan går det?,Kuinka voit?,,,Nasılsın?,¿Cómo se siente?,Hogy vagy?,Como se sente?,Pós estháneste? [pl]/ Pos esthánese?,Πώς αισθάνεστε; [pl]/ Πώς αισθάνεσαι;,Cum te simti?,Kaip sekasi? (informal),Kamusta?,,Jak się masz?
"Ich hole jemanden, der helfen kann.",رح جيب حدا بيقدر يساعد,سأحضر أحدا للمساعدة,Rah jib hada biye'der yisa'ed,I'm getting somebody who can help.,Je vais chercher quelqu'un qui peut aider.,"Grem po nekoga, ki lahko pomaga.",Ik haal iemand die kan helpen.,,ክሕግዘኒ ዚክእል ሰብ ረኪበ ኣለኩ፥,Kihigizeni zikiel seb rekibe aleku.,,Main kisi ko laa raha hoon madad kay liye. میں کسی کو لا رہا ہوں مدد کے لیے,"আমি একজনকে খুঁজে আনছি, যে আপনাকে সাহায্য করতে পারবে ","ami ekjonke khunje anchhi, je apnake shahajjo korte parbe ",Man donbale kasi miravam ke betavanad be shoma komak konad,,,Do të thërras dikë që mund të na ndihmojë,Pozvat ću nekoga tko može pomoći. / Pozvaću nekoga ko može da pomogne.,Ќе поканам некој кој може да помогне. (Kje pokanam nekoj koj mozhe da pomogne.),Я приведу кого нибудь кто сможет помочь,,Vado a trovare qualcuno che può essere d'aiuto.,,"Shte se opitam da namerya nyakoy koyto da pomogne. / Ще се опитам да намеря някой, който да помогне.",Ez ê kesên ku alîkarîya te bike bînim.,S: Jag hämtar någon som kan hjälpa. N: Jeg går å henter noen som kan hjelpe. ,"Haen jonkun, joka voi auttaa.",Ég ætla að sækja hjálp,,Yardım edebilecek birini bulacağım.,Voy a buscar a alguien que pueda ayudarle.,"Hívok valakit, aki tud segíteni.",Vou buscar alguém que possa ajudar.,Tha féro kápion pou borí na voythísi,Θα φέρω κάποιον που μπορεί να βοηθήσει.,Voi chema pe cineva care va poate ajuta.,"Rasiu, kas gali padėti",Maghahanap po ako ng taong tutulong sa inyo,,"Idę po kogoś, kto będzie w stanie pomóc."
Bitte warten Sie hier.,استنوا لو سمحتوا ,الرجاء الإنتظار,Esstanou Laou Samahtou / Alraga´a  Alintithar Lau Samahtom,Please wait here.,Attendez ici s'il vous plaît.,"Prosim, počakajte tu",Wacht u alstublieft hier.,,ብክብረትካ ኣብዚ ተጸበይ,B'kbretka abzi tetsebe,,Yahan par aap intizar karein یہاں بر اپ آنتظار کریں,দয়া করে এখানে অপেক্ষা করুন,doya kore ekhane opekkha korun,Lotfan inja montazer bashid لطفآ اینخا منتظر بآشند.,"Lotfan inja montazer bashid
لطفآ اینخا منتظر بآشند.",,Të lutem prit këtu (Ju lutem prisni këtu),"Molim Vas, pričekajte ovdje / sačekajte ovde.","Ве молам, почекајте тука (Ve molam, pochekajte tuka)","Пожалуйста, ждите здесь.",počkejte zde prosìm,aspettate qui per favore,,"Molia, izchakaite tuk / Моля, изчакайте тук",Ji kerema xwe li vir bisekînin,S: Vänligen vänta här N: Vennligst vent her,Olkaa hyvät ja odottakaa tässä.,Vinsamlegast bíddu hér.,,"Lütfen, burada bekleyin.","Por favor, espere aquí","Kérem, itt várjon.","Espere aqui, por favor",Parakalò perimènete edò,Παρακαλώ περιμένετε εδώ,Așteptați aici,Prašau palaukite čia,Pakihintay lang po dito,,Proszę tutaj poczekać
Ich komme zurück.,راجع بعد شوي , سوف اعود لاحقا,Ra-je'ae Ba'aed Shouai / saouf a´aoud laheqan,I'll come back.,Je vais revenir.,Pridem nazaj,Ik kom zo terug.,,ክምለስ እየ,Kimiles eye,,Mein wapis aounga میں واپس آؤنگا,আমি ফিরে আসছি,ami fire ashchhi,Man bar migardam من بر میگردم,"Pas miyaayam.
پس می ایم.",,Do kthehem / do vi prapë,Vratit ću se / Vratiću se.,Ќе се вратам (Kje se vratam),я вернусь,vràtìm se,tornerò,,Shte se vurna / Ще се върна,Ez ê vegerim.,S: Jag kommer tillbaka N: Jeg kommer tilbake,Tulen takaisin.,Ég kem aftur.,,Döneceğim.,Volveré pronto,Visszajövök.,Eu vou voltar / Eu volto já,Epistrèfo,Eπιστρέφω,Voi reveni,Aš grįšiu,Babalik ako,,Przyjdę z powrotem
Ich will Ihnen helfen.,بدي ساعدك,اريد مساعدتكم,Biddi sa'adak,I want to help you.,Je veux vous aider.,Želim vam pomagati.,Ik wil je/u helpen.,,ኣነ ክሕግዘካ ደልየ፥,ane Kihigizeka delye.,,Main aap ki madad karna chahta hoon . میں آپ کی مدد کرنا چاہتا ہوں,আমি আপনাকে সাহায্য করতে চাইছি ,ami apnake shahjjo korte chaichhi ,Man mikhaham be shoma Komak konam," Man mekhaayam be shoma  komak konam.
من می خواهم به شما کمک کنم.",,Dua të të ndihmoj,Želim Vam pomoći.,Сакам да Ви помогнам. (Sakam da Vi pomognam.),Я хочу вам помочь,chci vàm pomoci,(fml)Voglio aiutarla/Voglio aiutarti.,,Iskam da wi pomogna. / Искам да Ви помогна.,Ez dixwazim alîkarîya te bikim.,S: Jag vill hjälpa dig. N: Jeg ønsker å hjelpe deg. ,Haluan auttaa teitä.,Ég vil hjálpa þér.,,Sana yardım etmek istiyorum.,Quiero ayudarle.,Segíteni akarok.,Eu quero ajudá-lo.,Thélo na sas voythíso.,Θέλω να σας βοηθήσω.,Vreau sa va ajut.,Aš noriu padėti,Gusto ko po kayong tulungan,,(fml)Chcę Panu/Pani pomóc./Chcę ci pomóc.
Sie können mir vertrauen.,بتقدر توثق فيي,يمكنكم أن تثقوا بي,Bte'dar tusaq fiyyi,You can trust me.,Vous pouvez me faire confiance.,Lahko mi zaupate.,U/Je kunt mij vertrouwen.,,ንዓይ  እመነኒ፥,Ni'ay emeneni.,,Aap mujh pay aitemad kar saktay hain آپ مجھ پر اعتماد کر سکتے ہیں,আপনি আমাকে বিশ্বাস করতে পারেন,apni amake bishshash korte paren,Shoma Mitavanid be man etemad konid,Shoma mitavanid be ma etamad konid.        شما می توانید به من اعتماد کنید,,Mund të më besosh,Možete imati povjerenja u mene. / Možete da mi verujete.,Можете да ми верувате. (Mozhete da mi veruvate),Ву можете доверять мне,můžete mi důvěřovat,(fml) Può fidarsi di me / Puoi fidarti di me.,,Mozhete da mi se dowerite. / Можете да ми се доверите.,Tu dikarî bi min bawer bike,S: Du kan lita på mig. N: Du kan stole på meg. ,Te voitte luottaa minuun.,Þú getur treyst mér.,,Bana güvenebilirsin.,Puede confiar en mí.,Megbízhat bennem.,Pode confiar em mim.,Boríte na me embisteftíte.,Μπορείτε να με εμπιστευτείτε.,Puteti avea incredere in mine.,Galite manimi pasitikėti,Mapagkakatiwalaan ninyo ako,,(fml)Może mi Pan/Pani zaufać./Możesz mi zaufać.
"Ich warte hier mit Ihnen, keine Sorge.",رح استنى هون معك. لا تقلق,سأنتظر معك. لا تقلق,"Rah estanna hon ma'ak, la teqlaq","I will wait here with you, don't worry.","Je vais attendre ici avec vous, pas de soucis.","Tu počakam z vami, brez skrbi.","Ik wacht samen met u, geen zorgen.",,ኣብዚ ምሳካ ክጽበ አየ። ቡዙሕ ኣይሸገር፥,Abzi misaka kitsibey eye. Buzuh aytisheger.,,Main aap kay saath yahan intizar karoon ga. Fikr mat karein . میں آپ کے ساتھ یہاں انتظار کروں گا. فکر مت کریں۔,"আমি এখানে আপনার সঙ্গে অপেক্ষা করছি, কোনো দুশ্চিন্তা করবেন না ","ami ekhane apnar shonge opekkha korchhi, chinta korben na ","Negaran nabashid, man eenja ba Shoma montazer mishavam.","Ma baa shoma inja montazer baasham.
من با شما اینجا منتظر باشم.",,"Do të të pres këtu, mos u merakos/mërzit","Čekat ću ovdje s Vama, ne brinite. / Čekaću ovde s Vama, ne brinite.","Ќе чекам овде со вас, не грижете се. (Kje chekam ovde so vas, ne grizhete se).","Я буду ждать с вами вместе, не беспокойтесь",počkám s vámi nemějte starost,"(fml)Aspetterò qui con Lei, Non si preoccupi./Aspetterò qui con te, non preoccuparti.",,"Shte izchakam tuk s Was, ne se bezpokoyte. / Ще изчакам тук с Вас, не се безпокойте.","Ez ê li vir bi te re bimînim, meraq neke.","S: Jag väntar här med dig, oroa dig inte. N: Jeg venter her med deg, ta det rolig. ","Odotan tässä teidän kanssanne, älkää huolehtiko.","Ég ætla að bíða hér með þér, hafðu engar áhyggjur",,"Ben seninle bekleyeceğim, merak etme.",Esperaré aquí con usted. No se preocupe.,"Ne aggódjon, várok itt magával.",Eu espero aqui por si. Não se preocupe,"Tha periméno mazí sas edó, min anisikhíte.","Θα περιμένω μαζί σας εδώ, μην ανησυχείτε.","Voi astepta aici cu dumneavoastra, nu va ingrijorati.","Aš jūsų lauksiu čia, nebijokite",,,"(fml)Zaczekam tu z Panią/Panem, proszę się nie martwić./Zaczekam tu z tobą, nie martw się."
Jemand wird kommen und Ihnen helfen.,في حدا رح يجي يساعدك.,سيأتي احد للمساعدة,Fi hada rah yiji ysa'dak,Somebody will come and help you.,Quelqu'un va venir vous aider.,Nekdo bo prišel in Vam pomagal.,Er komt iemand die u kan helpen.,,ካልእ ሰብ ክመጸካ ክሕግዘካ እዩ፥,Kalie seb kmetseka kihigizeka eyu.,,Koi aap ko yahan madad karay ga . کوئی آپ کو یہاں مدد کرے گا,কেউ একজন এসে আপনাকে সাহায্য করবে ,keu ekjon eshe apnake shahajjo korbe,Kasi be zodi miayad va be shoma komak mikonad.,Kazi miyayad va be shoma komak mikonad          کسی می آید و به شما کمک میکند,,Dikush do vi t'ju ndihmojë,Neko / netko će doći i pomoći Vam.,Некој ќе дојде и ќе Ви помогне. (Nekoj kje dojde i kje Vi pomogne),К вам придут и вам помогут,,(fml)Qualcuno verrà ad aiutarLa./Qualcuno verrà ad aiutarti.,,Sega shte doyde nyakoy i shte Wi pomogne. /Сега ще дойде някой и ще ви помогне.,Yek ê werê û alîkarîya te bike.,S: Någon kommer för att hjälpa dig. N: Noen vil komme å hjelpe meg. ,Joku tulee auttamaan teitä.,Einhver mun koma og hjálpa þér.,,Biri gelip sana yardım edecek,Va a venir alguien a ayudarle.,A segítség úton van.,Vai chegar alguém para ajudá-lo,Tha érthi kápios ke tha sas voithísi.,Θα έρθει κάποιος και θα σας βοηθήσει.,Va veni cineva sa va ajute.,Kas nors ateis jums padėti,May tutulong po sa inyo,,Ktoś przyjdzie Panu/Pani/ci pomóc.
Diese Person kann Ihnen helfen.,هاد الشخص بيقدر يساعدك.,هاد الشخص يستطسع مساعدتك.,Hadal El-shak'hes bye'dar ysa'dak,This person can help you.,cette personne peut vous aider,Ta oseba vam lahko pomaga.,Deze persoon kan u helpen.,,እዚ ሰብ ክሕግዘካ እዩ፥,Ezi Seb kihigizega eyu.,,Yeh shakhs aap ki madad karein gay. یہ شخس آپ کی مدد کریں گے,ইনি আপনাকে সাহায্য করতে পারবেন ,ini apnake shahajjo korte parben,Een Taraf mitavanad be shoma komak konad,In nafar mitawanad be shoma komak konad.                            این نفر می تواند به شما کمک  کند,,Ky person mund t'ju ndihmojë,Ova osoba Vam (ti) može pomoći.,Ова лице може да Ви (ти) помогне. (Ova litse mozhe da Vi (ti) pomogne).,Этот человек вам поможет,,(fml)Questa persona può aiutarLa./Questa persona può aiutarti.,,Eto tozi chowek mozhe da Wi pomogne. / Ето този човек може да Ви помогне.,Ev mîrov ê alîkarîya te bike.,S: Denna personen kan hjälpa dig. N: Denne personen kan hjelpe deg. ,Tämä henkilö auttaa teitä.,Þessi manneskja getur hjálpað þér.,,Bu kişi sana yardım edebilir.,Esta persona puede ayudarle.,Ő tud segíteni önnek.,Esta pessoa pode ajudá-lo.,Aftó to átomo borí na sas viothísi.,Αυτό το άτομο μπορεί να σας βοηθήσει.,Aceasta persoana va poate ajuta.,Šis žmogus jums gali padėti,Siya po ang tutulong sa inyo,,Ta osoba może pomóc.
Wir müssen nur ein wenig warten.,بس لازم نستنى شوي.,علينا الإنتظار قليلا,Bas lazem nestanna shuay.,We just have to wait a little.,il faut juste que vous attendiez un moment / nous devons juste attendre un moment / il faut juste attendre un peu,Moramo le malce počakati.,We moeten gewoon even wachten.,,ቑሩብ ክንጽበ ኣለና፥,Kurub kintsibe alena.,,Hamein thora sa intizar karna hai . ہمیں تھورا سا انتظار کرنا ہے,আমাদের একটু অপেক্ষা করতে হবে ,amader ektu opekkha korte hobe,Ma bayad yek modat Sabr konim.,Ma bayad kami sabr konem             ما باید فقط یک کمی صبر کنیم,,Ne duhet të presim pak,Moramo samo malo pričekati. / Moramo samo malo da sačekamo.,Мораме само малку да причекаме. (Morame samo malku da prichekame),Нам стоит немного подождать,,Dobbiamo solo aspettare un po'.,,Tryabwa da pochakame malko. / Трябва да почакаме малко.,Divê em li vir hinekî bimînin.,S: Vi måste vänta bara lite. N: Vi må bare vente litt. ,Meidän täytyy odottaa hetken aikaa.,Við þurfum að bíða aðeins.,,Sadece biraz beklememiz lazım.,Tenemos que esperar un poco.,Csak egy kicsit kell várni.,Temos que esperar um pouco.,Prépi na periménoume lígo aplós.,Πρέπει να περιμένουμε λίγο απλώς.,Trebuie doar sa asteptam putin.,Mums reikia truputį palaukti,Maghintay lang po tayo ng sandali,,Musimy tylko chwilę zaczekać.
Sie sind sehr mutig.,انت شجاع/ انتِ شجاعة,انت شجاع/ انتِ شجاعة,"(m.) Inta shuja'a
(f.) Inti shuja'a-a",You're very brave.,Vous êtes très courageux / courageuse.,Zelo ste pogumni.,U bent heel dapper/moedig.,,ብጣዕሚ ንፉዕ ኢካ፥,Bitaemi Nifue eka.,,Aap bohat buhadar hain . آپ بہت بہادر ہیں,আপনি অনেক সাহসী ,apnar onek shahosh,Shoma kheyli Shojae hastid,,,Ti je kurajoz/e.,Vrlo ste hrabri.,Многу сте храбри. (Mnogu ste hrabri),Вы хорошо держитесь,,(fml) E' molto coraggioso/coraggiosa./Sei molto coraggioso/coraggiosa.,,Wie ste mnogo smel / smela. // Вие сте много смел/ смела.,Tu gelekî wêrek î.,S: Du är mycket modig. N: Du er veldig modig.,Olette todella rohkea.,Þú ert mjög hugrökk.,,Çok cesursun.,Es usted muy valiente.,Nagyon bátor vagy.,Você é muito corajoso/corajosa.,Ékhete polí thárros.,Έχετε πολύ θάρρος.,Sunteti foarte curajos / curajoasa.,Jūs labai drąsus [m] / Jūs labai drąsi [f] ) / Jūs labai drąsūs [m] [pl] / Jūs labai drąsios [f] [pl],Napakatapang po ninyo,,"(fml,m)Jest Pan bardzo dzielny/(fml,f)Jest Pani bardzo dzielna./Jesteś bardzo dzielny/dzielna."
